p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Cops8	0.00608091352783395	1.72246602447109	1	0.889	1
Rgs11	0.00611061302469905	0.947532580105864	1	0.222	1
Fn1	0.00619113120907686	1.39871220888784	1	1	1
Ear2	0.00622709990704432	-4.15800183406649	0.25	0.778	1
Cebpa	0.00624686832188945	1.50597420457433	1	0.667	1
Ift57	0.00633418882980439	1.60055935577217	1	0.556	1
1110012L19Rik	0.00633703474244127	1.94753258010586	1	0.333	1
Fgf2	0.00637269039637086	-3.47393118833241	0	0.667	1
Pde12	0.00657876800572531	-3.0351894284623	0.5	0.889	1
Plekha8	0.0065850505605662	2.71741279674481	1	0.111	1
Alcam	0.00661901181223105	1.65145791250806	1	0.667	1
Trmo	0.00668557321812916	2.84235034341381	1	0.111	1
Vwa5a	0.00678401278682867	3.46365620449902	1	0.667	1
F730043M19Rik	0.00682186632018661	1.40439025507934	1	0.778	1
Gpr171	0.00683559594824921	-3.58496250072116	0	0.778	1
Tnfrsf1a	0.006887867929642	1.53433642765119	1	0.556	1
Rps25-ps1	0.00710150093931914	-1.07800251200127	0	0.667	1
Ndufa6	0.0071229041220364	-2.55170004658941	1	1	1
Tmem120b	0.00728723910548299	1.51893263038596	1	0.556	1
Plxnd1	0.0074644698959479	1.28992477755294	1	1	1
Pkmyt1	0.00747059439619502	1.6724253419715	1	0.556	1
Ddit4	0.00765556958309964	1.92481250360578	1	0.222	1
Nubp1	0.00773085253016462	1.56919518486284	1	0.889	1
Tma16	0.00784454581154965	2.05128050494369	1	0.778	1
Nars2	0.00794083804572198	-3.47393118833241	0	0.667	1
Slc2a6	0.00797172297655026	2.15305118287792	1	0.667	1
Ttc39c	0.0080529477248427	2.49854774890368	1	0.667	1
Mrps36	0.00810729244595689	1.16992500144231	1	0.222	1
Use1	0.00815618902238939	1.40843708814204	1	1	1
Mga	0.00818273022876899	1.44864102950838	1	0.778	1
Parn	0.00833083269924068	2.12507076565805	1	0.556	1
Nde1	0.00848472695357658	1.25690830303695	1	0.778	1
Rictor	0.00849291730108398	1.44864102950838	1	0.778	1
Itprid2	0.00857710223243355	1.12748973512192	1	1	1
Tab2	0.00866533813246752	1.07306346218972	1	1	1
Inpp5b	0.00871263658080702	1.51784830486262	1	0.556	1
Smim20	0.00871870454506042	1.467605550083	1	0.889	1
Rassf4	0.00878609669268659	2.40133429613619	1	0.667	1
Sod2	0.00883428260442825	0.964361663246734	1	1	1
Nufip1	0.00887662542234738	-2.14571683059762	1	1	1
Siva1	0.00888530771142928	-1.29255349275385	1	1	1
Rars	0.00890969827290483	1.53796502118399	1	0.889	1
Abtb2	0.00896350649387034	-3.3536369546147	0.25	0.778	1
Adam17	0.00898114273865945	1.04583465371767	1	1	1
Pcnx	0.00899319301850193	2.83977639974998	1	0.222	1
Med20	0.00899988992084783	2.19546009354945	1	0.444	1
Dnajc21	0.00916724472868195	1.40843708814204	1	1	1
Zmat5	0.00919689838306834	-3	0.5	0.889	1
Ddx50	0.00926125802278739	1.4964258261195	1	0.667	1
Ap3b1	0.00926137339118233	1.36419382186437	1	0.889	1
Usp25	0.0092999930758685	1.16992500144231	1	0.778	1
Aar2	0.00932343870988398	-3.67556504950206	0	0.667	1
Itsn1	0.00948196354031017	-2.88896868761126	1	1	1
Tm9sf2	0.00950153869691785	1.58832935181955	1	0.889	1
Lacc1	0.00958339923142444	1.49797919912652	1	0.444	1
Pus10	0.00994424681672353	3.18878402869363	1	0.333	1
Ccl9	0.00999089841618831	-1.76813682154254	1	1	1
Ncf1	0.0100412167141836	2.84235034341381	1	0.333	1
Csf1	0.0100490299433567	-3.73507848462194	1	1	1
Dnajc12	0.0101197782937602	2.09192248944104	1	0.444	1
Rnf11	0.0102005680619785	1.08862489934046	1	0.889	1
Pla2g7	0.0102443251633255	1.424242190175	1	0.778	1
Pcbp1	0.010297436969428	1.11162636087765	1	1	1
Paip2	0.0103191430831384	1.29462074889163	1	0.889	1
Ccl5	0.0103494671017667	1.22239242133645	1	0.556	1
Pdia5	0.0104062527277157	-3.76081233612057	0	0.667	1
Fam49b	0.0104905571633938	1.20945336562895	1	0.889	1
Map2k3	0.0104961570926379	1.64446351246982	1	0.667	1
Snhg16	0.0105671523907097	-3.06273575534796	0.25	0.667	1
B430212C06Rik	0.0105846851999618	-3	0	0.667	1
Icam1	0.0106580224223863	1.63876894441695	1	0.667	1
Rai1	0.0106613471287844	1.16992500144231	1	0.667	1
Cwc25	0.0106636004402078	1.32192809488736	1	0.222	1
Sirt7	0.0106729462914632	1.57202344501366	1	0.667	1
F11r	0.0106894483761289	1.8689227454095	1	0.556	1
Naxd	0.010699025080301	0.56622593813957	1	0.444	1
Zbtb11	0.010771219505211	2.1963972128035	1	0.444	1
Hadhb	0.0107722952331134	1.45003292063505	1	0.333	1
Snx27	0.0108157377535722	1.24207478719815	1	0.444	1
Tmem164	0.0110234160058025	1.30964976510892	1	0.556	1
Ggh	0.0111067452732293	1.56847437793259	1	0.778	1
Sarnp	0.0111398945456325	0.84799690655495	1	1	1
Entpd6	0.0112319217087822	-4.31657486039316	0.25	0.667	1
Atg16l1	0.01124472918604	1.12101540096137	1	0.556	1
Tmem115	0.0112580280295296	0.995895601667264	1	1	1
Srek1	0.0112838277602104	1.25504161508026	1	0.889	1
Hgs	0.0114049280767672	1.64797229824696	1	0.778	1
Slc26a2	0.011406219641335	1.72593612846734	1	0.778	1
Sfn	0.0114643770697665	-2.3536369546147	0	0.667	1
Pdpk1	0.0114789615313537	1.16992500144231	1	0.667	1
Psma5	0.011542183533806	0.766132259331091	1	1	1
Ncoa2	0.0115520441908213	1.29956028185891	1	1	1
Bhlhe40	0.0117138068003434	0.896181498205679	1	1	1
Samsn1	0.0117174007529191	1.25738784269265	1	1	1
Rmi1	0.0117574679887088	1.4236815936881	1	0.556	1
Elf4	0.0118360711763325	1.35434957257974	1	0.889	1
Rmnd5a	0.0118601526205136	1.41319615245468	1	0.889	1
1700017B05Rik	0.0118612109253021	-3.48407914370849	0.5	1	1
Dnmt3a	0.0118714621899635	-4.40161698351652	0.25	0.778	1
Irs2	0.0119776069049448	-2.02647221136119	0.5	0.778	1
Rragc	0.0119964829118756	1.45622918659895	1	0.556	1
H2-Aa	0.0120680728255257	1.11986205438591	1	0.778	1
Kif1b	0.0120697767110655	1.45422802402976	1	0.889	1
Nelfb	0.0121213346162688	1.90689059560852	1	0.556	1
Syde2	0.0121788493177124	-2.31550182572793	0.25	0.667	1
Bzw1	0.0123410264759864	0.836430371869991	1	1	1
Retsat	0.0124097133772127	-3.54432051622381	0	0.667	1
Fgfr1op2	0.0124292726092916	1.17914353147169	1	1	1
Rab5a	0.0124649001847156	-2.3743955147815	0.5	0.889	1
Mef2d	0.0124719518444368	1.31930262548054	1	0.778	1
Evl	0.012491897123587	-2.73696559416621	0	0.667	1
Dpysl2	0.0125257981234487	1.17722980206555	1	1	1
Rnf13	0.0125307855789067	1.28448476570517	1	0.778	1
Wdr53	0.012554403022877	-2.73696559416621	0	0.667	1
Ghitm	0.0126318343269142	0.938123666055144	1	1	1
Ncor2	0.0126663492161764	-1.86960336274433	1	1	1
Ranbp2	0.0128835849428363	-3.05675477829723	0.75	1	1
Tmem9b	0.0129173674130339	0.975421977279334	1	1	1
Dusp23	0.0129836110928749	-2.81713594285019	0.25	0.778	1
Setd6	0.0129937874316165	-3.43888424123321	0.25	0.667	1
Dctn6	0.0130551339478747	1.72451385311995	1	0.556	1
Mt2	0.0130965880028929	-1.9871583982462	1	1	1
Sgk3	0.0131269938242247	1.65535182861255	1	0.333	1
Dis3l	0.0132347809135427	0.931765264247548	1	0.222	1
Gucd1	0.0132626556108191	1.12685627955043	1	0.667	1
Smarcc2	0.0134104061776965	1.61868311856516	1	0.889	1
Tpp1	0.0135115141951974	1.16992500144231	1	0.778	1
Rps6kb1	0.0135862515017744	1.24171568451032	1	0.778	1
Rnf181	0.0136255825454423	1.61555082055458	1	0.778	1
Eif4b	0.0137468172971284	0.588208160224811	1	1	1
Prune1	0.0138199907056626	2.01380579952503	1	0.667	1
Mfsd13a	0.0138735350002507	1.2687783883686	1	0.778	1
Ypel5	0.0139081110514575	2.1963972128035	1	0.778	1
Decr1	0.0139450879685386	1.21609518287524	1	0.778	1
Cyba	0.0139562284831551	-0.624080742407853	1	1	1
Mff	0.01402431313092	1.10799725229911	1	0.667	1
Clns1a	0.0142197839629756	0.78265303054618	1	1	1
Ptpn18	0.0143748192593711	-2.76081233612057	0	0.667	1
E230029C05Rik	0.0145150704773546	2.11869967808714	1	0.333	1
Itgal	0.0145670475410192	3.89654865138706	1	0.333	1
Psmd1	0.0145745647329785	1.00338581483938	1	1	1
Rala	0.014663164664194	1.52871839008154	1	0.889	1
Rpa3	0.0148387458853664	1.24392558288609	1	0.222	1
Diaph2	0.0149358541073916	-2.98657948423768	0.25	1	1
Cad	0.0149966326973861	-3.4432343911095	0.5	1	1
Txndc9	0.015093488787682	1.12810482574768	1	0.778	1
Asap1	0.0151741917871799	1.50521147918469	1	0.889	1
Traf6	0.0152627615622243	1.18019333689614	1	0.556	1
Gm21063	0.0152734400006391	1.29545588352617	1	0.111	1
Pacsin2	0.0153805769214802	1.34442273267445	1	0.778	1
Zc3h13	0.015483598468884	1.5716656781077	1	0.889	1
Med15	0.0155329007658254	0.657190828276335	1	1	1
Tspan31	0.0157141321315912	2.29645740737124	1	0.778	1
Ahcyl2	0.0157515559208916	1.21150410519371	1	0.889	1
Rffl	0.0157714809701957	-4.0198995574377	0	0.667	1
Dhx16	0.0158928281532036	1.08553281415194	1	0.667	1
Ppil2	0.0159514591173547	1.27228671907199	1	0.778	1
Aqp9	0.0159742129005178	1.7975539669662	1	0.667	1
Sec24b	0.0160620862680019	-2.56961453638772	0.75	1	1
Cotl1	0.0160880963381271	-1.92168607239951	1	1	1
Lypla1	0.0161579802530533	1.12483711191377	1	0.778	1
Tmem59	0.0162620335018024	0.841655379681123	1	1	1
Rbbp6	0.0162904420248912	1.59261607326459	1	0.778	1
Adamtsl5	0.0162911434546153	1.44001416481006	1	0.333	1
Ptprc	0.0163038092184279	1.96091647729103	1	0.889	1
Pnpla2	0.0163358217727428	2.45720695352278	1	0.333	1
Gm4617	0.0163655083166961	-1.14201900487243	1	1	1
Mbd6	0.0164895442639357	1.26303440583379	1	0.444	1
Pink1	0.0165868089277049	2.11478344724985	1	0.333	1
Idua	0.0166196349686454	2.30237529746596	1	0.444	1
Eif3f	0.0168078466882957	0.91523917689898	1	1	1
Afg3l1	0.0168121591671661	2.15958305722085	1	0.778	1
Hps1	0.0168507942122043	0.807354922057604	1	0.889	1
Ttc7b	0.0168634230376599	1.97727992349992	1	0.222	1
Tbc1d17	0.0169354261226158	-3.09134031153843	0.75	0.889	1
Rab8a	0.0169409238625614	0.921665948288918	1	1	1
Ifi27l2a	0.0169529682711358	1.60382152797247	1	0.778	1
Hs1bp3	0.0169785161346206	-3.05889368905357	0	0.556	1
H2-K2	0.0170903162377642	1.86180270607998	1	0.667	1
Dpp8	0.0172573689673721	-2.05246741989414	0.75	1	1
Prkar2b	0.017308837351234	2.48186900775705	1	0.778	1
Trappc11	0.0174955353335511	-2.98994633533608	0.25	0.889	1
Ahnak	0.0175582489536417	2.16346997930501	1	0.889	1
Pecr	0.0176229983066422	-3.32192809488736	0	0.556	1
Nfkbie	0.0176417559194463	1.69348695749933	1	0.556	1
Dennd5a	0.0176473673397948	1.39669586328934	1	1	1
Prkab2	0.0177277797355864	1.46948528330122	1	0.333	1
Cnppd1	0.0177358097491238	0.869265523308601	1	0.778	1
Cyth1	0.0177888651500245	1.2276404992986	1	0.778	1
Hyal1	0.0178263502440996	2.01792190799726	1	0.111	1
Ctso	0.0178296950708849	2.24392558288609	1	0.333	1
Dbnl	0.0179035234696558	1.31732252021505	1	1	1
Parp12	0.0182152837640991	2.30742852519225	1	0.333	1
Tbc1d23	0.0182402911747822	-2.4447848426729	0	0.667	1
Snapc4	0.0182417328743579	-2.8073549220576	0	0.667	1
Snx24	0.0182850245132628	-2.15200309344505	0	0.556	1
Mrpl13	0.0185463819246817	-1.0787850967999	1	1	1
Snx2	0.0185750731233734	-2.68352633520475	0.5	0.889	1
Ccdc32	0.0186267075749147	2.75488750216347	1	0.111	1
Bcl11a	0.0186300777973286	-3.83007499855769	0	0.556	1
Gclm	0.0188166731546176	1.5376567859428	1	0.778	1
Lcp1	0.0188410205205725	0.876239513328994	1	1	1
Pqlc3	0.0188598112338652	1.48138609727861	1	0.667	1
Clasp1	0.0189138603007918	1.56038447800049	1	0.667	1
Ppp2r1b	0.0189163174546759	1.29545588352617	1	0.778	1
Gm20465	0.0189487062225792	-3.81875968532985	0	0.556	1
Desi1	0.018953414856135	1.16210549698301	1	0.889	1
Kmt2a	0.0190298028695079	0.776010793729223	1	0.778	1
Slc38a10	0.0190830289674256	1.21056698593966	1	0.889	1
Mtss1	0.0190833692728206	1.43295940727611	1	0.889	1
Zc3h7a	0.0193868889939662	0.906890595608519	1	1	1
Tsc22d4	0.0194724677881267	1.36923380966572	1	0.778	1
Rnf139	0.0196672890151027	-3.18762700317577	0	0.667	1
Asns	0.0197872812798326	1.25981050495951	1	0.778	1
Pot1a	0.0198411999577141	-2.90046432644909	0.5	0.778	1
Adprh	0.019862098095077	-1.80181673851617	1	1	1
Stat5a	0.0199338851853759	-1.12419443452104	1	1	1
Oaz2	0.0199505868034823	1.64797229824696	1	0.444	1
Usp7	0.019964312622496	1.19088462007796	1	0.889	1
Ccdc88b	0.0200046986991099	1.59825932333461	1	0.778	1
Alkbh5	0.0201832741392428	0.803797102644415	1	1	1
2010001K21Rik	0.0202062745321815	-1.31550182572793	0.25	0.778	1
Rnf111	0.0203316502759322	1.60733031374961	1	0.556	1
Maf1	0.0204618570058059	1.55123164340861	1	0.778	1
Gm16201	0.0206129748404543	-1.91753783980803	0	0.556	1
Gm16374	0.020663368760918	1.16992500144231	1	0.222	1
Slc30a7	0.0207675403405651	1.88476778471038	1	0.556	1
Dgkd	0.0209236034949904	1.65300788814425	1	0.778	1
2010320M18Rik	0.021052063143378	-1.58496250072116	0	0.556	1
Rab11b-ps2	0.0210996239188991	-1.3536369546147	0	0.556	1
H2-Eb1	0.0211091132430024	1.0241504270109	1	0.556	1
Slc39a3	0.0211929903850575	0.963474123974886	1	0.333	1
Rnf44	0.0212229236095452	1.15243757471347	1	1	1
Ak2	0.0212267946742141	-0.656553643666182	1	1	1
Prim1	0.0212663299803691	0.918386234446348	1	0.556	1
Rhoq	0.0213623730655311	1.48740719129848	1	0.556	1
Renbp	0.021392067684947	0.998556583130332	1	0.778	1
Iars	0.0214706920944788	1.15556970846524	1	0.778	1
Rb1cc1	0.0214998698274851	1.70279899101501	1	0.444	1
Kdm6a	0.0216106618245433	0.824789515393625	1	0.778	1
Spint2	0.0216762961306035	0.713860233903414	1	0.556	1
Dock7	0.021823396264313	1.74108170263844	1	0.556	1
Tug1	0.0218656346109304	-2.24100809950379	0.75	0.889	1
Fam129a	0.022029785132977	1.02991752269721	1	0.667	1
Mark3	0.0222278161708656	-1.33430622716599	1	1	1
Pcsk7	0.022276055967061	-1.15200309344505	0	0.556	1
Ets1	0.0224909229980405	-2.61143471208235	0	0.556	1
Ndufs1	0.0225709853299634	1.54338339696976	1	0.778	1
Asnsd1	0.022663581118879	1	1	0.667	1
Ap1m1	0.0227045478079479	1.30919979004444	1	0.778	1
Fam114a2	0.0227384525822803	0.799281621521922	1	0.667	1
Tnrc6b	0.0228179763787911	1.28409602136162	1	0.778	1
3110082I17Rik	0.0228690878667806	0.812372996824229	1	0.778	1
Ddx5	0.022895041140366	0.688535099021219	1	1	1
Esco1	0.0229242079516384	0.716207033999409	1	0.444	1
Gmip	0.0230683212581401	0.578564729523005	1	0.556	1
Chmp5	0.0231037646274149	1.13170567921182	1	0.889	1
Cgnl1	0.0231392344312242	1.74024072619907	1	0.667	1
Pgk1	0.0232753495578846	-0.454930226402356	1	1	1
2610507B11Rik	0.0232955071850232	0.701155518225678	1	1	1
Slc35e1	0.0233151874371631	0.951284714966973	1	0.778	1
2210016F16Rik	0.0233367463119925	1.11204408536181	1	0.889	1
P3h3	0.0233487689101825	-2.53051471669878	0	0.556	1
Ppan	0.023387579461765	-1.41199062371998	1	1	1
Slc38a7	0.0238629517975452	-2.8073549220576	0	0.556	1
