p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ccr5	0.00526197544883959	3.61738397841353	1	0.222	1
Acadm	0.00540678034452299	3.1548181090521	1	0.444	1
Ccng2	0.00540678034452299	2.34722953325022	1	0.444	1
Stx5a	0.00547456381174436	2.55987151975833	1	0.444	1
Ptma	0.00559440559440559	-0.932788685006266	1	1	1
Cops8	0.00559440559440559	1.72246602447109	1	0.889	1
Ogt	0.00559440559440559	1.70652448060207	1	1	1
Sh3bgrl	0.00559440559440559	1.12010230280374	1	1	1
Ucp2	0.00559440559440559	-1.23974554071576	1	1	1
Klf6	0.00559440559440559	1.62395663233702	1	1	1
Map3k1	0.00559440559440559	1.61373273941081	1	1	1
Csf2rb	0.00559440559440559	-1.21093937065351	1	1	1
Gtpbp2	0.00564361571047021	2.93176526424755	1	0.222	1
Ncf1	0.00572089827360542	2.84235034341381	1	0.333	1
Ttc4	0.00589104046022558	3.3037807481771	1	0.556	1
Strip2	0.00610554353864125	3.00180224263399	1	0.556	1
Pirb	0.00610554353864125	2.68929916053589	1	0.556	1
Zzef1	0.00610554353864125	3.27426166125705	1	0.556	1
Tanc1	0.0061319533040813	1.70043971814109	0.75	0	1
Gm47773	0.0061319533040813	0.807354922057604	0.75	0	1
Gm9042	0.0061319533040813	0.807354922057604	0.75	0	1
Htatip2	0.00617796944664032	2.84799690655495	1	0.556	1
Kctd12	0.00617796944664032	2.7042614290935	1	0.556	1
Trmo	0.00629812577509196	2.84235034341381	1	0.111	1
Dcbld2	0.00639208341107361	2.39231742277876	1	0.111	1
Epha4	0.00653216165803565	1.8073549220576	0.75	0	1
Tmem9	0.00653216165803565	2.39231742277876	0.75	0	1
Ifi203-ps	0.00653216165803565	1.16992500144231	0.75	0	1
Mkks	0.00653216165803565	1.4594316186373	0.75	0	1
Btg1c	0.00653216165803565	1.16992500144231	0.75	0	1
Dbt	0.00653216165803565	1.4594316186373	0.75	0	1
Dennd4c	0.00653216165803565	2.24792751344359	0.75	0	1
Gm45509	0.00653216165803565	1.16992500144231	0.75	0	1
Gm48114	0.00653216165803565	2.8073549220576	0.75	0	1
Gm46344	0.00653216165803565	1.16992500144231	0.75	0	1
Ppp1r32	0.00653216165803565	2.24792751344359	0.75	0	1
Fnbp1l	0.0065470110740438	3.01601231798863	1	0.667	1
Mxi1	0.00662219773110809	2.9005351005687	1	0.667	1
Tmem141	0.00666858215662159	2.70043971814109	0.75	0	1
Ptchd1	0.00666858215662159	4.18982455888002	0.75	0	1
Gm37199	0.00666858215662159	2.39231742277876	0.75	0	1
Mgarp	0.00666858215662159	4	0.75	0	1
Gstm5	0.00666858215662159	3.70043971814109	0.75	0	1
Cryz	0.00666858215662159	3.16992500144231	0.75	0	1
Col27a1	0.00666858215662159	4.58496250072116	0.75	0	1
Fbxo44	0.00666858215662159	2.64385618977472	0.75	0	1
Mrm2	0.00666858215662159	2.16992500144231	0.75	0	1
Prkd2	0.00666858215662159	2.64385618977472	0.75	0	1
Numbl	0.00666858215662159	1.4594316186373	0.75	0	1
Zfp27	0.00666858215662159	2.4594316186373	0.75	0	1
Lipt2	0.00666858215662159	3.7279204545632	0.75	0	1
Cyp2r1	0.00666858215662159	2	0.75	0	1
Adam12	0.00666858215662159	4.71424551766612	0.75	0	1
Psd3	0.00666858215662159	4.84549005094438	0.75	0	1
Kbtbd13	0.00666858215662159	3.52356195605701	0.75	0	1
Tlcd2	0.00666858215662159	2.16992500144231	0.75	0	1
Gm48225	0.00666858215662159	2.32192809488736	0.75	0	1
Csad	0.00666858215662159	1.70043971814109	0.75	0	1
Zfp213	0.00666858215662159	2	0.75	0	1
Tm2d2	0.00669784240004412	2.82319351555438	1	0.778	1
Tmem39a	0.00669784240004412	2.96639160735718	1	0.778	1
Itgav	0.00677394443787763	-4.34914956362239	0.5	1	1
Mrps31	0.00680554574132906	2.71424551766612	1	0.444	1
Pgap2	0.00685050318737109	1.34097054277854	1	1	1
Arhgap45	0.00685050318737109	2.82753280399523	1	0.778	1
Eif4ebp1	0.00685050318737109	0.961338379630895	1	1	1
Pigyl	0.00685050318737109	-2.71881824745595	1	1	1
Anp32a	0.00685050318737109	-2.35662081305352	1	1	1
Prr14	0.00688688850733762	2.51096191927738	1	0.444	1
Rufy2	0.00705072911042274	2.90689059560852	1	0.333	1
Plpp5	0.00740612151182913	2.93176526424755	1	0.333	1
Gm21063	0.0080857244434129	1.29545588352617	1	0.111	1
Borcs8	0.00823901882572464	2.75488750216347	1	0.444	1
Maea	0.00862001770501842	-2.95247162991741	1	1	1
St3gal3	0.00872139195765931	2.58496250072116	1	0.444	1
Gga3	0.00881953200095404	2.62630329610206	1	0.444	1
Itga1	0.00881953200095404	3.00642626915943	1	0.444	1
Poglut1	0.00881953200095404	3.65412452522855	1	0.444	1
Ttc7b	0.00909301324523719	1.97727992349992	1	0.222	1
Itgal	0.00919314922037441	3.89654865138706	1	0.333	1
Pus10	0.00919314922037441	3.18878402869363	1	0.333	1
Stx2	0.0092066087356242	3.12685627955043	1	0.222	1
Tspan33	0.00932090614782334	3.34417592828742	1	0.222	1
Prr15	0.00932090614782334	2.37937836707126	1	0.222	1
Habp4	0.00932090614782334	2.66468969319189	1	0.222	1
Crcp	0.00972746600510075	2.63624300566485	1	0.556	1
Arrdc1	0.00983106294850737	2.71366483943696	1	0.556	1
Ppp4r1	0.00983106294850737	2.5668151540109	1	0.556	1
Vwa5a	0.00993519759634538	3.46365620449902	1	0.667	1
Snapin	0.0102508126710776	2.38222860515518	1	0.667	1
Nav1	0.0103570829822435	-3.25153876699596	0.25	1	1
Erp44	0.0103570829822435	2.06069593168755	1	0.778	1
Marcksl1	0.0103570829822435	1.74165167500677	1	1	1
Clock	0.0104638833625341	-2.45066140900957	0.75	1	1
Supt6	0.0105712122509349	2.18982455888002	1	0.778	1
Hook2	0.0107406044538819	2.50977500432694	1	0.111	1
Gm4617	0.0107874492546704	-1.14201900487243	1	1	1
Cad	0.0107874492546704	-3.4432343911095	0.5	1	1
Ptms	0.0107874492546704	-1.90116997334057	1	1	1
Tab2	0.0107874492546704	1.07306346218972	1	1	1
Ranbp2	0.0107874492546704	-3.05675477829723	0.75	1	1
1700017B05Rik	0.0107874492546704	-3.48407914370849	0.5	1	1
Adprh	0.0107874492546704	-1.80181673851617	1	1	1
Vezf1	0.0109808365505803	2.75488750216347	1	0.556	1
Fn1	0.0111888111888112	1.39871220888784	1	1	1
Dgkz	0.0111888111888112	-2.32106135106983	0.75	1	1
Csde1	0.0111888111888112	1.14461391291313	1	0.889	1
Itsn1	0.0111888111888112	-2.88896868761126	1	1	1
Gda	0.0111888111888112	1.56464251634156	1	0.889	1
Mlst8	0.0113692653407269	2.37155886261196	1	0.333	1
Zc3h7b	0.0115898999423799	1.88613203544172	1	0.222	1
Lratd2	0.011623039556665	3.74146698640115	1	0.333	1
Ifi204	0.0117262819928935	2.36786437905422	1	0.222	1
Rps6ka5	0.0117262819928935	2.98621304826992	1	0.222	1
Parp12	0.0117509129796179	2.30742852519225	1	0.333	1
Orai3	0.0117509129796179	2.23220927969666	1	0.333	1
Vps9d1	0.0117509129796179	2.96248292157184	1	0.333	1
Mndal	0.0118794407090211	2.56358884992859	1	0.333	1
Borcs6	0.0120531758945962	2.05311133645956	1	0.556	1
Prkar2b	0.0125447097007729	2.48186900775705	1	0.778	1
Tmem126a	0.0127938627364718	1.59261607326459	1	0.778	1
Mthfsl	0.0127938627364718	1.76938707185858	1	0.778	1
Diaph2	0.0129192785188065	-2.98657948423768	0.25	1	1
Kif13a	0.0132988577644168	1.69755432709752	1	0.778	1
Dnajc12	0.0133357223446545	2.09192248944104	1	0.444	1
Dnajc1	0.0134264877808803	-1.86091240248028	1	1	1
Olr1	0.0134264877808803	-3.39126933334589	0.75	1	1
Ndufa6	0.0134264877808803	-2.55170004658941	1	1	1
Rngtt	0.0137461409383557	-3.62449086490779	0	0.889	1
Zbtb11	0.0137461409383557	2.1963972128035	1	0.444	1
Urb1	0.0137461409383557	-3.67556504950206	0	0.889	1
Nsmf	0.0138841835525877	2.20095189706294	1	0.444	1
Gpr155	0.0138841835525877	2.34863088842683	1	0.444	1
Sord	0.0138841835525877	-3.88535743405888	0	0.889	1
Clec4d	0.0138841835525877	2.32604420335959	1	0.444	1
Axl	0.0138841835525877	3.74619654189942	1	0.444	1
Zmym5	0.0138841835525877	1.86507041991389	1	0.444	1
Fancc	0.0138841835525877	2.86326366320826	1	0.444	1
Hadhb	0.0141565254309195	1.45003292063505	1	0.333	1
Ddit4	0.0146773259034017	1.92481250360578	1	0.222	1
Pid1	0.0147252395933331	3.00642626915943	1	0.667	1
Ifi203	0.0147580701764047	2.10281080558378	1	0.333	1
Gpn3	0.0147580701764047	2.52139737194369	1	0.333	1
Pias3	0.0148397313121708	1.82888808360725	1	0.222	1
Amn1	0.0148397313121708	1.78883483408681	1	0.222	1
Osbp	0.0148397313121708	1.83734966235544	1	0.222	1
Ip6k1	0.0150104050460989	2.31967212094699	1	0.556	1
Slc41a1	0.0151538784349739	3.23132554610646	1	0.556	1
Cd200	0.0152979420681589	2.43462822763672	1	0.556	1
Phf21a	0.0155878294482504	1.59618975614441	1	0.667	1
Tmem168	0.0160270208749682	1.6472467789755	1	0.778	1
Mef2a	0.0160270208749682	2.18487534290828	1	0.667	1
Ntan1	0.0160270208749682	2.26425238399047	1	0.667	1
Rnf181	0.0161745701064053	1.61555082055458	1	0.778	1
Ttc39c	0.0161745701064053	2.49854774890368	1	0.667	1
Ube2f	0.0164713806567705	1.43702907158515	1	1	1
Skil	0.0164713806567705	1.79997539169201	1	1	1
Supt20	0.0164713806567705	1.68698343766166	1	0.778	1
Ssr3	0.0164713806567705	1.19647842048363	1	1	1
Fgfr1op2	0.0164713806567705	1.17914353147169	1	1	1
Smarce1	0.0164713806567705	1.82374936030827	1	0.889	1
Ifi27	0.0164713806567705	1.93288580414146	1	0.778	1
Wac	0.0164713806567705	2.31831684133498	1	0.778	1
Glrx2	0.0166206366176091	-1.86249647625007	0.75	1	1
Plxdc2	0.0166206366176091	1.99758890590026	1	0.778	1
Sec24b	0.0166206366176091	-2.56961453638772	0.75	1	1
Mrpl42	0.0166206366176091	-1.08572987402588	1	1	1
Prdx2	0.0166206366176091	1.66380577911897	1	1	1
Dnaja2	0.0166206366176091	1.05677133910813	1	1	1
Herpud2	0.0166206366176091	1.66403407171235	1	0.889	1
Ddx10	0.0166206366176091	1.94315413959529	1	0.889	1
Zfp335	0.0173433591624235	1.16992500144231	1	0.111	1
Gm16374	0.0178974358711159	1.16992500144231	1	0.222	1
Iffo2	0.018242585691654	2.09592441999854	0.75	0.111	1
Recql	0.018242585691654	1.84799690655495	0.75	0.111	1
Mrpl23	0.018242585691654	1.93545974780529	0.75	0.111	1
Pink1	0.0184239080303203	2.11478344724985	1	0.333	1
Cwc25	0.0184680398054216	1.32192809488736	1	0.222	1
Rasal2	0.0184821294177924	3.26508223448265	0.75	0.111	1
Dpysl5	0.0184821294177924	3.0574502721839	0.75	0.111	1
Cav1	0.0184821294177924	4.40258575823259	0.75	0.111	1
Vamp1	0.0184821294177924	3.28540221886225	0.75	0.111	1
Saa3	0.0184821294177924	6.01024012227432	0.75	0.111	1
Tmem86a	0.0184821294177924	4.29094040240368	0.75	0.111	1
Gm20300	0.0184821294177924	2.51784830486262	0.75	0.111	1
Gm47644	0.0184821294177924	1.71049338280502	0.75	0.111	1
Cyp4v3	0.0184821294177924	2.75488750216347	0.75	0.111	1
Ccdc71	0.0184821294177924	3.40258575823259	0.75	0.111	1
Asgr2	0.0184821294177924	3.1333991254172	0.75	0.111	1
Pde1b	0.0184821294177924	3.65535182861255	0.75	0.111	1
Fpr2	0.0184821294177924	3.01792190799726	0.75	0.111	1
Pcx	0.0184821294177924	3.99774402605963	0.75	0.111	1
E230029C05Rik	0.0186025156551047	2.11869967808714	1	0.333	1
Pnpla2	0.0186025156551047	2.45720695352278	1	0.333	1
Fbxo9	0.0186025156551047	2.38751643651494	1	0.333	1
Ddx41	0.0186025156551047	2.05311133645956	1	0.333	1
Poglut2	0.0186598435211848	2.58020897075052	1	0.222	1
Acp2	0.0186598435211848	1.61738397841353	1	0.222	1
Gas2l1	0.0186598435211848	1.79441586635011	1	0.222	1
Ankrd13b	0.0189245452050785	-3.06711419585854	0.25	0.889	1
Mob1a	0.0195804195804196	0.978377725739994	1	0.889	1
Pcbp1	0.0195804195804196	1.11162636087765	1	1	1
Eif3f	0.0195804195804196	0.91523917689898	1	1	1
Msr1	0.0195804195804196	1.92568819106264	1	0.889	1
Mt1	0.0195804195804196	-2.07464623494752	1	1	1
Cxcl16	0.0195804195804196	1.38748085790014	1	0.889	1
Nsf	0.0195804195804196	-1.20686502847957	1	1	1
Ddx5	0.0195804195804196	0.688535099021219	1	1	1
Pdia6	0.0195804195804196	-1.13515958328164	1	1	1
Adam17	0.0195804195804196	1.04583465371767	1	1	1
Mark3	0.0195804195804196	-1.33430622716599	1	1	1
Desi1	0.0195804195804196	1.16210549698301	1	0.889	1
Abcf1	0.0195804195804196	-1.55161055215429	1	1	1
Diaph1	0.0195804195804196	-1.87883431047754	1	1	1
Ptpn2	0.0195804195804196	-1.45840500858836	1	1	1
Cndp2	0.0195804195804196	1.15042882581652	1	0.889	1
Chchd4	0.0197737989394344	1.85074751757099	1	0.889	1
Alcam	0.0197737989394344	1.65145791250806	1	0.667	1
Slc26a2	0.0201175848090094	1.72593612846734	1	0.778	1
Nfkb2	0.0201175848090094	1.14794065160679	1	1	1
Rps12	0.0202903399233653	1.51387940265967	1	0.778	1
Hfe	0.0202903399233653	-4.57538917401435	0.5	1	1
Casd1	0.0204259017779048	1.93775155931328	1	0.444	1
Btg2	0.020463665485035	-2.43071912151111	0.75	1	1
G6pdx	0.020463665485035	2.21386834902991	1	1	1
Lrrc8b	0.020463665485035	-3.69707286704269	0.75	1	1
Rdx	0.020463665485035	-1.00791387086396	1	1	1
Ap3b1	0.020463665485035	1.36419382186437	1	0.889	1
Mdc1	0.0209857817557641	1.99304723935823	1	0.444	1
Efl1	0.0211736906254931	1.65535182861255	1	0.444	1
Idua	0.0213622339898654	2.30237529746596	1	0.444	1
Pik3c2a	0.0226425254883072	1.43295940727611	1	0.222	1
Tkfc	0.0226425254883072	1.69348695749933	1	0.222	1
Gm5297	0.0230870256505386	-1.56704059272389	0.5	0.889	1
Mrps36	0.0230894253844121	1.16992500144231	1	0.222	1
Lrrc57	0.0231525258885112	2.10852445677817	0.75	0.111	1
Ubfd1	0.0232816973838976	1.87446911791614	1	0.556	1
Oxld1	0.023314066478489	1.22881869049588	1	0.222	1
Exo5	0.0234372499738769	2.49185309632967	0.75	0.111	1
Trim56	0.0234372499738769	2.65535182861255	0.75	0.111	1
Gm7964	0.0234372499738769	1.30742852519225	0.75	0.111	1
Dip2c	0.0234372499738769	1.84799690655495	0.75	0.111	1
Pot1b	0.0234372499738769	2.01792190799726	0.75	0.111	1
Dennd1c	0.0234372499738769	1.43295940727611	0.75	0.111	1
Zc3h8	0.023539493712939	1.75488750216347	1	0.222	1
Gm6377	0.023539493712939	1.57328069567352	1	0.222	1
Btd	0.023539493712939	3.09049053394791	1	0.222	1
Limk2	0.023539493712939	1.59442282997022	1	0.222	1
P4ha2	0.023539493712939	2.7722069783635	1	0.222	1
Rapgef1	0.024066258979678	-2.6294811674998	0.5	1	1
Mef2d	0.024066258979678	1.31930262548054	1	0.778	1
Prune1	0.024066258979678	2.01380579952503	1	0.667	1
Afg3l1	0.024066258979678	2.15958305722085	1	0.778	1
Ttc7	0.024066258979678	-3.1926450779424	0.5	0.889	1
Use1	0.0242638487263638	1.40843708814204	1	1	1
Icam1	0.0242638487263638	1.63876894441695	1	0.667	1
Lpcat1	0.0242638487263638	1.44930740136359	1	1	1
Ptger4	0.0242638487263638	2.0479344770637	1	0.667	1
Cul3	0.0244620105166652	1.64229567578711	1	1	1
Szrd1	0.0244620105166652	-1.36849491334181	1	1	1
Fyn	0.0244620105166652	-2.30580842952409	0.25	1	1
Pde12	0.0244620105166652	-3.0351894284623	0.5	0.889	1
Atxn1	0.0244620105166652	-3.27485984123058	0.5	0.889	1
Med30	0.0244620105166652	1.74578529505622	1	0.667	1
Add3	0.0244620105166652	2.09145094341923	1	0.667	1
Mrps7	0.0246607405192005	-2.24188859696224	0.5	1	1
Ypel5	0.0246607405192005	2.1963972128035	1	0.778	1
Ncoa2	0.0248600349122262	1.29956028185891	1	1	1
Ctdspl2	0.0248600349122262	1.66742466091313	1	0.778	1
Clec4n	0.0248600349122262	2.17944777556082	1	0.778	1
Rala	0.0248600349122262	1.52871839008154	1	0.889	1
Mtss1	0.0248600349122262	1.43295940727611	1	0.889	1
Rnf13	0.0250598898838125	1.28448476570517	1	0.778	1
Setdb1	0.0250598898838125	1.67349917532281	1	0.889	1
Eri1	0.0250598898838125	-2.30456096291727	1	1	1
Mtmr4	0.0250598898838125	2.15305118287792	1	0.778	1
Stat5a	0.0250598898838125	-1.12419443452104	1	1	1
Trappc13	0.0250598898838125	1.6271319549651	1	0.778	1
Dnajc21	0.0250598898838125	1.40843708814204	1	1	1
Asap1	0.0250598898838125	1.50521147918469	1	0.889	1
Arhgap31	0.0250598898838125	-1.96131953183594	0.75	1	1
Ctnna1	0.0250598898838125	2.51882014392994	1	0.889	1
Ngdn	0.0260547623472275	1.94753258010586	1	0.444	1
Nfkbiz	0.0274863361115103	1.54432051622381	1	0.333	1
Gpr171	0.0279641661111385	-3.58496250072116	0	0.778	1
Zfp141	0.0279641661111385	1.08746284125034	1	0.333	1
Pkn1	0.0282040896782954	1.60288440871842	1	0.333	1
Gm6942	0.0282040896782954	-1.83007499855769	0	0.778	1
Tnfrsf1a	0.0282608014670519	1.53433642765119	1	0.556	1
Ctso	0.0284446781835854	2.24392558288609	1	0.333	1
Prkacb	0.0284446781835854	-3.28950661719499	0	0.778	1
Tmem51	0.0284446781835854	-5.12928301694497	0	0.778	1
Txnrd3	0.0284446781835854	-3.58496250072116	0	0.778	1
Prkca	0.0284446781835854	-3.66296501272243	0	0.778	1
Orc1	0.0288642027117684	1.30742852519225	0.75	0.111	1
Gm42715	0.0288642027117684	1.01792190799726	0.75	0.111	1
E130307A14Rik	0.0288642027117684	1.65535182861255	0.75	0.111	1
Kifbp	0.0288642027117684	1.84799690655495	0.75	0.111	1
Rpa3	0.0289446705989553	1.24392558288609	1	0.222	1
Rps6ka1	0.0293856208042756	2.92124588858559	1	0.667	1
Zc3h13	0.0296122572214913	1.5716656781077	1	0.889	1
Dpp8	0.0296122572214913	-2.05246741989414	0.75	1	1
Zfp606	0.029870404001656	2.10281080558378	0.75	0.111	1
Tmco6	0.029870404001656	2.16992500144231	0.75	0.111	1
Lypla1	0.030067167479171	1.12483711191377	1	0.778	1
Taf1	0.030067167479171	1.16992500144231	1	1	1
Sarnp	0.030067167479171	0.84799690655495	1	1	1
Adck2	0.0302082057048484	3.16992500144231	0.75	0.111	1
Loxl3	0.0302082057048484	2.79795622405535	0.75	0.111	1
Rad52	0.0302082057048484	2.23405533886203	0.75	0.111	1
Smad1	0.0302082057048484	1.94753258010586	0.75	0.111	1
Rhobtb2	0.0302082057048484	2.36786437905422	0.75	0.111	1
Gnb5	0.0302082057048484	2.22881869049588	0.75	0.111	1
Smcr8	0.0302082057048484	2.25738784269265	0.75	0.111	1
Golm1	0.0302082057048484	2.16992500144231	0.75	0.111	1
Peg13	0.0302082057048484	2.88613203544172	0.75	0.111	1
Nudt22	0.0302082057048484	3.11334147307594	0.75	0.111	1
Ppan	0.030295432613915	-1.41199062371998	1	1	1
Ifi27l2a	0.030295432613915	1.60382152797247	1	0.778	1
Itga5	0.030295432613915	-2.53722493828833	1	1	1
Tbc1d17	0.0305242319772722	-3.09134031153843	0.75	0.889	1
Alkbh5	0.0305242319772722	0.803797102644415	1	1	1
Nudt17	0.0311334652416703	2.16992500144231	1	0.444	1
Oaz2	0.0311334652416703	1.64797229824696	1	0.444	1
Gm7286	0.0318626819100208	1.16992500144231	1	0.333	1
Dst	0.0318796663686874	1.62935662007961	1	0.444	1
Trak2	0.0318796663686874	1.73382588663564	1	0.444	1
Itga4	0.0318796663686874	2.70242008226933	1	0.444	1
Nudt16	0.0318796663686874	1.73820876101684	1	0.444	1
Selenon	0.0321295750712101	1.43295940727611	1	0.444	1
Lacc1	0.0321295750712101	1.49797919912652	1	0.444	1
Med20	0.0321295750712101	2.19546009354945	1	0.444	1
Il1rn	0.0335664335664336	-2.13468559722698	1	1	1
Ly75	0.0335664335664336	-1.45734830413681	0.75	1	1
Ncoa3	0.0335664335664336	-2.19930880822341	1	1	1
Sec61b	0.0335664335664336	1.17475815517826	1	1	1
Tmem59	0.0335664335664336	0.841655379681123	1	1	1
Prdx1	0.0335664335664336	0.430696862780517	1	1	1
Cd52	0.0335664335664336	-1.33022911147448	1	1	1
Clic4	0.0335664335664336	0.885114500399502	1	1	1
Eif4h	0.0335664335664336	-0.889781244681956	1	1	1
Rmnd5a	0.0335664335664336	1.41319615245468	1	0.889	1
Plxnd1	0.0335664335664336	1.28992477755294	1	1	1
Dennd5a	0.0335664335664336	1.39669586328934	1	1	1
Ghitm	0.0335664335664336	0.938123666055144	1	1	1
Lcp1	0.0335664335664336	0.876239513328994	1	1	1
Rap2a	0.0335664335664336	-0.785495488093864	1	1	1
Uqcr10	0.0335664335664336	-1.06914616104077	1	1	1
Dtnbp1	0.0335664335664336	-2.00639777119815	0.75	1	1
Vcan	0.0335664335664336	1.92843932012752	1	0.889	1
Npc2	0.0335664335664336	0.812624000711789	1	1	1
Siva1	0.0335664335664336	-1.29255349275385	1	1	1
Rad21	0.0335664335664336	1.22127188144253	1	1	1
Eif4g1	0.0335664335664336	-1.09461142955671	1	1	1
Ccdc50	0.0335664335664336	1.44982642309789	1	1	1
Fth1	0.0335664335664336	1.01560887270263	1	1	1
Ak3	0.0335664335664336	-1.68352633520475	0.75	1	1
Rasa4	0.0338948535246892	1.91715893106235	1	0.556	1
Ggct	0.0341094638956912	1.43295940727611	0.75	0.222	1
Ipo4	0.0341492487379568	1.54338339696976	1	0.556	1
Gm11453	0.0342640077348691	0.655351828612554	0.75	0.111	1
Gm15191	0.0342640077348691	0.655351828612554	0.75	0.111	1
Gm8838	0.0342640077348691	0.655351828612554	0.75	0.111	1
Gm9816	0.0342640077348691	0.655351828612554	0.75	0.111	1
Dctn6	0.0344041819389264	1.72451385311995	1	0.556	1
Ubac2	0.0344041819389264	1.45232473214304	1	0.556	1
Gm45902	0.0344320976837924	2.57431525652165	0.75	0.222	1
Ndor1	0.0344320976837924	2.46538088496848	0.75	0.222	1
Surf1	0.0344320976837924	2.16992500144231	0.75	0.222	1
Esr1	0.0344320976837924	3.10281080558378	0.75	0.222	1
Arhgef3	0.0344320976837924	2.90689059560852	0.75	0.222	1
Ptger2	0.0344320976837924	3.29920801838728	0.75	0.222	1
Acod1	0.0344320976837924	5.29545588352617	0.75	0.222	1
Sgk3	0.0345870357856869	1.65535182861255	1	0.333	1
1110012L19Rik	0.0345870357856869	1.94753258010586	1	0.333	1
Nelfb	0.0346596481366577	1.90689059560852	1	0.556	1
Bmt2	0.0346596481366577	2.25238716163429	1	0.556	1
Parn	0.0346596481366577	2.12507076565805	1	0.556	1
Kif16b	0.0347555843596162	3.27228671907199	0.75	0.222	1
Tbc1d2b	0.0347555843596162	3.04439411935845	0.75	0.222	1
Trpv2	0.0347555843596162	4.04439411935845	0.75	0.222	1
Arl5c	0.0347555843596162	3.01122725542325	0.75	0.222	1
Rnaseh1	0.0347555843596162	2.22881869049588	0.75	0.222	1
Rpusd1	0.0347555843596162	2.83977639974998	0.75	0.222	1
Hmgxb3	0.0347555843596162	2.97727992349992	0.75	0.222	1
Kmt5c	0.0356867439394476	1.8431146851752	1	0.667	1
Haus1	0.0357086075278424	1.49854774890368	1	0.222	1
Mrps35	0.0359448011205756	1.45583387352869	1	0.667	1
Rars	0.0359448011205756	1.53796502118399	1	0.889	1
Gbe1	0.0359448011205756	1.97982211806237	1	0.667	1
Polr1e	0.0360097044102506	1.56585367777345	1	0.222	1
Gal3st2c	0.0362033618716404	-0.872244452801627	1	1	1
Zfp36	0.0362033618716404	-2.53494696301404	1	1	1
Slc35e1	0.0362033618716404	0.951284714966973	1	0.778	1
Mfsd13a	0.0362033618716404	1.2687783883686	1	0.778	1
Nras-ps2	0.0363888662007085	0.584962500721156	0.5	0	1
Mfsd6	0.0363888662007085	1	0.5	0	1
Gm7195	0.0363888662007085	0.584962500721156	0.5	0	1
Gm3508	0.0363888662007085	0.584962500721156	0.5	0	1
Gm37588	0.0363888662007085	0.584962500721156	0.5	0	1
Gm7266	0.0363888662007085	0.584962500721156	0.5	0	1
4930562F07Rik	0.0363888662007085	1.32192809488736	0.5	0	1
Ttbk2	0.0363888662007085	1	0.5	0	1
Gm14039	0.0363888662007085	0.584962500721156	0.5	0	1
Prrg1	0.0363888662007085	0.584962500721156	0.5	0	1
Gm14766	0.0363888662007085	0.584962500721156	0.5	0	1
Gm7823	0.0363888662007085	0.584962500721156	0.5	0	1
Tmsb15b1	0.0363888662007085	1	0.5	0	1
Gm2214	0.0363888662007085	0.584962500721156	0.5	0	1
Gm7150	0.0363888662007085	0.584962500721156	0.5	0	1
Gm4855	0.0363888662007085	0.584962500721156	0.5	0	1
Gm37589	0.0363888662007085	0.584962500721156	0.5	0	1
Pklr	0.0363888662007085	0.584962500721156	0.5	0	1
M6pr-ps	0.0363888662007085	0.584962500721156	0.5	0	1
Gm43088	0.0363888662007085	0.584962500721156	0.5	0	1
Gm11212	0.0363888662007085	0.584962500721156	0.5	0	1
Gm12419	0.0363888662007085	1	0.5	0	1
