p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Dcp2	0.000785642642281473	1.08246216019197	0.5	0.889	1
Cbx2	0.000816210619908673	-1.96252529458134	0.5	0.333	1
Rabepk	0.000826349615655358	1.45003292063505	1	0.444	1
Fbxo22	0.000832508412176849	0.647503966789869	0.75	0.556	1
Klf6	0.000861334797611816	1.62395663233702	1	1	1
Heatr1	0.000866865726865216	0.370002836891224	0.75	0.667	1
Atp6ap1	0.000876475723492014	0.694700496088379	1	1	1
Tbc1d4	0.000911755861586204	1.47477958297073	1	0.667	1
4930579G24Rik	0.000919227521333125	-2.3743955147815	0.75	0.556	1
Acadm	0.000923605415758927	3.1548181090521	1	0.444	1
Ppp1r13l	0.00092457837160424	2.8703647195834	1	0.222	1
Atxn1	0.000945325396611919	-3.27485984123058	0.5	0.889	1
Kmt5c	0.00096841667560357	1.8431146851752	1	0.667	1
Pirb	0.00100002128169705	2.68929916053589	1	0.556	1
Mrps30	0.00101561518270437	0.448026855365048	0.75	1	1
Ccng2	0.00102397998672674	2.34722953325022	1	0.444	1
Vkorc1l1	0.00108419129615596	1.75488750216347	0.75	0.444	1
Ash1l	0.0011041400772777	-1.01449956969512	0.75	0.889	1
Arfgap2	0.00113320247409253	2.0680453874231	0.5	0.333	1
Prr15	0.00115774821560449	2.37937836707126	1	0.222	1
Ell	0.00116389944266032	-0.449594721315213	1	0.889	1
Mndal	0.00116474429156261	2.56358884992859	1	0.333	1
Lgals3	0.00120980804374277	1.00792993713932	1	1	1
Pym1	0.00122578233887033	-0.637429920615292	1	0.667	1
Btg2	0.00122973323880464	-2.43071912151111	0.75	1	1
Itprid2	0.00124554300292358	1.12748973512192	1	1	1
Naif1	0.00127913487152286	-2.85982234195174	0.25	0.667	1
Slu7	0.00132684727130703	2.5668151540109	0.75	0.333	1
Ddx41	0.00133350629937592	2.05311133645956	1	0.333	1
Nde1	0.0013344313906443	1.25690830303695	1	0.778	1
Ppp4r1	0.00134671330693343	2.5668151540109	1	0.556	1
Plxdc2	0.00135519092317856	1.99758890590026	1	0.778	1
Pgap2	0.00138221089280195	1.34097054277854	1	1	1
Gpr146	0.00140229656655485	-0.748331849116151	0.75	0.667	1
Ogt	0.00144971049885603	1.70652448060207	1	1	1
Adam17	0.00145198832829065	1.04583465371767	1	1	1
Vps41	0.00145632250599222	1.56111575876679	1	0.778	1
Cstf2	0.00152489126813373	-2.76081233612057	0.5	0.667	1
Doc2g	0.00160481410321653	0.282399730700725	1	0.333	1
Rhbdf2	0.00164889482100351	-0.337034987277571	1	0.556	1
Dock4	0.00166649192518495	3.16992500144231	0.5	0.111	1
Rasa1	0.0017187791022813	2.3295816674308	1	0.667	1
Lsm10	0.00172887604199892	1.13515958328164	0.5	0.556	1
Il1b	0.00177929854723612	3.33449676839042	0.75	0.444	1
Morc3	0.00180944833541073	0.667424660913129	0.75	0.778	1
Znhit3	0.00183036571414759	0.371558862611963	1	0.556	1
Clip2	0.00185936966124604	2.21174517713694	1	0.333	1
Nfatc3	0.00187010454399353	-0.385593721386362	1	0.778	1
Maea	0.0019694186135314	-2.95247162991741	1	1	1
Pygb	0.00197445538360853	1.49708974469582	0.75	0.444	1
Cdc42bpa	0.00197827479648575	-1.15200309344505	0.75	0.444	1
Mfsd4b4	0.00198361168090785	3.19740573786442	0.5	0.222	1
Usf2	0.00198395917184349	-1.97303295239973	1	0.778	1
Ccl9	0.0019919916047028	-1.76813682154254	1	1	1
Kdelr1	0.0020139503253482	-0.7743655659714	1	0.889	1
Rpap1	0.0020195597818551	-1.97846683845036	0.75	0.556	1
Ttc7	0.00204892971851846	-3.1926450779424	0.5	0.889	1
Rock1	0.00212642809080392	-1.05889368905357	1	1	1
Pot1a	0.00214812747658721	-2.90046432644909	0.5	0.778	1
Dnajc1	0.00216106060379206	-1.86091240248028	1	1	1
Hps4	0.00220287079350294	2.72012208400279	0.75	0.444	1
Fbh1	0.00225933719613567	0.867740841853365	0.75	0.778	1
Ubald1	0.00226358672274175	-1.27485984123058	0.75	0.667	1
Csf2rb	0.00230590571099539	-1.21093937065351	1	1	1
Top1mt	0.00234814819776832	-0.692571474807752	0.75	0.556	1
Supt20	0.00236864222088807	1.68698343766166	1	0.778	1
Htatip2	0.00237515455675901	2.84799690655495	1	0.556	1
Tmem126a	0.00239473010864039	1.59261607326459	1	0.778	1
H2-Ab1	0.00240978661500532	0.258124491709987	1	1	1
Atg2b	0.00247565404738919	-2.36257007938471	0.75	0.667	1
A630081D01Rik	0.00248377190063586	1.20029865048583	0.5	0.667	1
Strip2	0.00249672521970274	3.00180224263399	1	0.556	1
Crcp	0.00249945437102374	2.63624300566485	1	0.556	1
Nup188	0.00250949326012532	-1.38148493956782	1	0.667	1
Tango6	0.00257098493100692	-1.3536369546147	0.75	0.444	1
Tom1l2	0.0025738280114557	-0.33257533908687	0.75	0.222	1
Ncf4	0.00257572046803752	0.353292265796697	1	0.667	1
Usp25	0.00257714002968511	1.16992500144231	1	0.778	1
Mrpl13	0.00262232603335264	-1.0787850967999	1	1	1
Ppm1m	0.00264023787705054	0.573280695673521	0.75	0.444	1
Nle1	0.00266099256488733	-1.17799830197799	1	0.556	1
Ubac2	0.00267330620574477	1.45232473214304	1	0.556	1
Btd	0.00268402367572258	3.09049053394791	1	0.222	1
Helz2	0.00277016435283151	4.8703647195834	0.75	0.333	1
Ip6k1	0.00278844343925032	2.31967212094699	1	0.556	1
Dhrs3	0.00279528898817208	1.69075716474375	0.5	0.333	1
Cish	0.0028032528153368	-0.348145615623674	1	1	1
Mrps15	0.00286613903010819	-1.57853623156172	0.5	1	1
Gmip	0.00286685471009482	0.578564729523005	1	0.556	1
Hmox2	0.00289126432369963	-0.297853959908505	0.75	0.889	1
Morf4l1-ps1	0.0029931878893665	0.62935662007961	1	0.222	1
Gm17068	0.0029931878893665	0.62935662007961	1	0.222	1
Shisa5	0.00302481167810192	-0.51720255727887	1	0.889	1
Ddx20	0.00303215208013946	1.68929916053589	0.5	0.222	1
Cenpl	0.00304458790956925	-1.67807190511264	0.25	0.222	1
Uqcc1	0.0030539687531508	2.30116953472057	0.75	0.444	1
Mettl4	0.00306328142047443	0.807354922057604	1	0.333	1
Trappc3	0.00307230883925988	0.483082886701943	0.75	0.778	1
Tsfm	0.00311379669129785	-0.847148511916629	1	1	1
Zdhhc4	0.0031143268159076	-0.30954437043153	1	0.556	1
Fam98b	0.00313869514874071	-0.736965594166206	1	0.556	1
Zfp945	0.00317831066653289	1.68449817427207	0.5	0.333	1
Zfp180	0.00321526127543453	2.72012208400279	0.75	0.333	1
Clec4a3	0.00326305637188777	2.37155886261196	0.5	0.111	1
Gal3st2c	0.00332935962912971	-0.872244452801627	1	1	1
Gmpr	0.00335309527393914	-2.50250034052918	0.75	0.444	1
Ergic2	0.00335525371332733	0.776913808493467	0.75	0.889	1
Mis12	0.00340069313300341	2.5668151540109	0.75	0.222	1
Ctsc	0.00343079438332982	1.69963239017325	1	1	1
Cds1	0.00343853484335942	-1.47393118833241	0.25	0.222	1
Sh3bgrl	0.00345460754697404	1.12010230280374	1	1	1
Chst11	0.00347491241552466	-1.91753783980803	0.75	0.889	1
Ankrd13a	0.00350072045410918	0.987060944292502	1	0.889	1
Gga3	0.00351421485226192	2.62630329610206	1	0.444	1
Map2k4	0.0035327529548922	0.958086358266605	1	0.889	1
St3gal3	0.00354517441265721	2.58496250072116	1	0.444	1
Mir142hg	0.00359814077617748	-1.0351894284623	1	0.889	1
Recql5	0.00364500004735067	-0.896746038202976	0.5	0.556	1
Plpp5	0.00368061029923385	2.93176526424755	1	0.333	1
Rabl3	0.00370377185624462	-2.27853549937398	0.5	0.778	1
Actb	0.00371108874522169	-0.762049386820614	1	1	1
Brd7	0.00371278999778729	0.388105171491846	1	0.889	1
Mtch2	0.00376500054786651	-0.668654329350539	1	1	1
Zfp672	0.00377836782774555	-0.254572827085598	1	0.222	1
Adprh	0.00379427864437802	-1.80181673851617	1	1	1
Ccdc107	0.00380219579630915	-0.45810622117073	1	0.444	1
Kdm6a	0.00382291147062089	0.824789515393625	1	0.778	1
Snx25	0.00388008773716786	1.54543413653452	0.75	0.444	1
Plekha3	0.00393420426419468	-0.476438043942987	1	0.778	1
Pkn1	0.00396025578740014	1.60288440871842	1	0.333	1
Myo19	0.00401939939795794	1.04254569496608	0.75	0.667	1
Borcs8	0.00403744028314663	2.75488750216347	1	0.444	1
Pigc	0.00404889736042761	1.27915407119707	1	0.444	1
Mettl17	0.00405673663937996	2.04439411935845	0.5	0.222	1
Zfp335	0.00407498103272617	1.16992500144231	1	0.111	1
Fnbp1l	0.00408301903506094	3.01601231798863	1	0.667	1
Trim37	0.00409166936751062	-1.57550217147209	0.75	0.556	1
Capg	0.00427956653858116	-1.48619852820008	1	1	1
Kdm4a	0.00428960885669089	-0.260062839302503	0.75	0.667	1
Ifitm1	0.00429775650852409	4.3450117080004	1	0.556	1
Klhl3	0.00431035007205671	3.55896729218821	1	0.222	1
Pld3	0.00431167264751034	-1.00666373028101	1	1	1
Dnaaf5	0.00431797109418806	-0.908077510558961	0.5	0.222	1
Elac1	0.00436587600297914	2.16992500144231	0.5	0.222	1
2310022B05Rik	0.00444809670990207	0.909689228961192	1	0.778	1
Bckdhb	0.00450071121804102	-0.3040061868901	0.75	0.222	1
Ctdspl2	0.00452888873704722	1.66742466091313	1	0.778	1
Tsen54	0.00459301346517964	0.319820431925371	1	0.333	1
Rufy2	0.00463022138082786	2.90689059560852	1	0.333	1
Kctd12	0.00463634475657261	2.7042614290935	1	0.556	1
Plec	0.00464388680511366	-0.62377655334154	1	1	1
Ticam2	0.00466027625110524	0.420733104942847	1	0.444	1
2410131K14Rik	0.00473636920854426	2.68929916053589	0.5	0.222	1
Lrrc8b	0.00475833131799116	-3.69707286704269	0.75	1	1
Zfp142	0.00479626856210445	0.690757164743753	0.75	0.111	1
Gpank1	0.00480504149217234	-1	0.5	0.444	1
Xbp1	0.00480725989680582	-0.922366581711232	1	1	1
Pnpla2	0.0048290983726581	2.45720695352278	1	0.333	1
Mfsd13a	0.00485579551976673	1.2687783883686	1	0.778	1
Vps16	0.00490322326716008	1.37155886261196	1	0.889	1
Cdc16	0.00498155340000339	-1.59560974492066	0.5	0.889	1
Eif4h	0.00498440274305947	-0.889781244681956	1	1	1
S100a11	0.00498934504859191	0.602365546982602	1	1	1
Cmtr1	0.00499762247788514	-1.50814690367033	0.25	0.222	1
Mob2	0.00500488956201969	-0.444784842672896	0.75	0.333	1
Cdc27	0.0050161572938077	-1.80206062238809	0.5	1	1
2610507B11Rik	0.0050357606337441	0.701155518225678	1	1	1
Snx14	0.00504110130657386	-3.18762700317577	0.75	0.778	1
Gtpbp2	0.0050526479893862	2.93176526424755	1	0.222	1
Vwa5a	0.00513905738503868	3.46365620449902	1	0.667	1
L2hgdh	0.00514851418969555	-1.69797146255034	0.75	0.556	1
Rexo4	0.00515063473731687	-0.532531062297285	0.5	1	1
Wdr34	0.00522927399656158	-2.26303440583379	0.25	0.222	1
Zfp280b	0.0052544600291992	-0.960471635813362	0.75	0.667	1
Zbtb24	0.00527730825732514	1.50007360313464	0.75	0.333	1
Mcemp1	0.00529723355717078	3.13675813750711	0.5	0.444	1
Rabif	0.00538971364399269	2.47248777146274	0.5	0.222	1
Abcf1	0.0053999005070532	-1.55161055215429	1	1	1
Ptpn2	0.0054374017148886	-1.45840500858836	1	1	1
Pde12	0.00543849328773089	-3.0351894284623	0.5	0.889	1
Usp5	0.00549969142155194	-1.36849491334181	0.5	0.889	1
Fnip2	0.00558273662597158	-0.847148511916629	0.75	0.667	1
Ubap1	0.00560937510931224	1.89983583807457	0.5	0.444	1
Polr2h	0.00562227052770333	-1.30485458152842	0.75	0.889	1
Bloc1s3	0.00563486902331074	1.99589560166726	0.75	0.333	1
Dtl	0.00571741749472425	-1.32082215766119	0.5	0.778	1
Limk2	0.00579344451705204	1.59442282997022	1	0.222	1
Tmem8	0.0057950765025271	2.79141337818858	0.25	0.333	1
Gda	0.00581785962978567	1.56464251634156	1	0.889	1
Tmed3	0.00586037551617179	-0.60314644501493	0.75	1	1
Vezf1	0.00599643347993782	2.75488750216347	1	0.556	1
Rnf138	0.00599901795313521	2	0.75	0.556	1
Dis3l	0.00600715905958515	0.931765264247548	1	0.222	1
Psmd1	0.00603384130732891	1.00338581483938	1	1	1
Msr1	0.00606223541940875	1.92568819106264	1	0.889	1
Hace1	0.006095208815723	-0.793549122532574	0.5	0.222	1
Borcs6	0.00609880251363468	2.05311133645956	1	0.556	1
Epn1	0.006100957866526	-1.33908864604554	1	0.667	1
Macf1	0.00611909589061373	-0.918115033270772	1	1	1
Vim	0.00612107485745561	1.17078863214209	1	1	1
Bclaf3	0.00620258937952242	-1.21911728930359	1	0.667	1
Ranbp2	0.00624335201530664	-3.05675477829723	0.75	1	1
Ccdc32	0.00625383650822503	2.75488750216347	1	0.111	1
Poglut1	0.00625716348132676	3.65412452522855	1	0.444	1
Polr3k	0.00625865626474045	0.854237846529095	1	0.889	1
Vdr	0.00630576873111431	-0.516216333646212	1	0.667	1
Hps1	0.00631680510619158	0.807354922057604	1	0.889	1
Marcksl1	0.00634507832247504	1.74165167500677	1	1	1
